sample_id,file_size_kb,entropy,num_sections,has_digital_signature,suspicious_imports,tls_callbacks_count,debug_size,shadow_copies_deleted,registry_run_modified,file_rename_rate_per_sec,file_modification_entropy_avg,suspicious_extension_changed,cpu_spike_ratio,memory_consumption_mb,network_c2_connections,label,family
MALWARE_00190,305.31,7.8551,5,0,3,0,0,1,1,42.68,7.6778,18,1.0,56.65,1,1,Cerber
MALWARE_00208,419.38,7.0217,7,0,1,0,0,0,1,30.13,7.5933,20,0.7016,43.31,1,1,WannaCry
BENIGN_00298,2211.23,5.6823,4,1,0,0,56,0,0,0.22,5.3612,0,0.1411,79.75,0,0,Benign
BENIGN_02340,1699.32,4.2867,4,1,2,0,56,0,0,0.07,2.697,0,0.2182,37.05,0,0,Benign
BENIGN_00654,1523.84,3.6084,4,1,0,0,56,0,0,0.3,3.8113,0,0.2451,153.36,0,0,Benign
MALWARE_01275,237.86,7.3225,9,0,4,0,0,1,0,49.09,7.7036,22,0.8634,22.36,1,1,Cerber
BENIGN_01256,201.13,3.2964,6,1,0,0,56,0,0,0.1,3.1218,0,0.1696,201.78,0,0,Benign
MALWARE_02021,879.83,7.3715,5,0,7,0,0,1,1,52.65,7.5672,15,0.7417,36.4,3,1,Cerber
BENIGN_00231,1779.72,3.5482,3,1,0,0,84,0,0,0.46,3.9185,0,0.2016,84.64,0,0,Benign
MALWARE_00777,402.98,7.99,5,0,4,0,0,1,1,52.45,7.9,17,0.8127,41.64,1,1,Cerber
MALWARE_00731,351.07,7.5494,5,0,5,0,0,1,1,46.33,7.885,17,0.861,30.12,1,1,LockBit
BENIGN_00692,1844.82,3.6469,4,0,1,0,56,0,0,0.49,3.9352,0,0.1324,69.59,0,0,Benign
MALWARE_00255,819.06,7.5668,5,0,2,0,0,1,1,63.02,7.744,29,0.904,8.0,3,1,Cerber
MALWARE_02364,514.28,7.7008,5,0,4,0,0,1,1,49.89,7.9521,11,0.7572,63.03,1,1,WannaCry
BENIGN_00970,2430.3,4.9716,4,1,0,0,56,0,0,0.26,4.1422,0,0.1501,23.11,0,0,Benign
BENIGN_00634,1829.56,4.205,4,1,0,0,56,0,0,0.02,4.5085,0,0.1098,178.94,0,0,Benign
MALWARE_01593,708.11,7.4758,5,0,6,1,0,0,1,43.27,7.4781,26,0.7543,25.21,1,1,Cerber
MALWARE_01578,382.06,7.99,7,1,4,1,0,1,1,50.45,7.8508,22,0.9229,42.6,2,1,REvil
BENIGN_01322,788.86,4.4973,4,1,1,0,112,0,0,0.14,4.7185,0,0.0809,37.14,0,0,Benign
BENIGN_01832,2328.85,5.4665,3,1,0,0,0,0,0,0.21,3.9973,0,0.1814,164.05,0,0,Benign
BENIGN_02179,1336.61,4.7241,5,1,0,0,84,0,0,0.13,2.9549,0,0.1044,40.59,0,0,Benign
BENIGN_01418,274.22,4.9251,5,0,2,0,0,0,0,0.99,3.5061,0,0.344,116.04,0,0,Benign
BENIGN_01783,1555.34,4.9671,4,1,1,0,56,0,0,0.4,4.9591,0,0.05,33.22,0,0,Benign
MALWARE_02216,853.35,7.4165,2,0,10,1,0,1,1,37.23,7.9298,20,1.0,8.29,2,1,Ryuk
MALWARE_02202,500.17,7.4076,2,0,6,0,0,1,1,54.57,7.7751,19,0.9449,48.7,2,1,Ryuk
MALWARE_01619,704.27,7.3398,5,1,4,0,0,1,1,23.57,7.559,16,0.8302,20.47,2,1,Ryuk
BENIGN_01653,580.07,4.6153,4,1,1,0,56,0,0,0.08,4.5579,0,0.0974,179.8,0,0,Benign
BENIGN_01484,1720.36,3.7321,5,1,0,0,56,0,0,0.23,4.1256,0,0.1587,61.17,0,0,Benign
BENIGN_02276,1381.3,4.7272,4,1,0,0,56,0,0,0.17,3.2966,0,0.2345,230.11,0,0,Benign
BENIGN_00878,2412.78,4.131,4,0,1,0,0,0,0,0.38,4.0405,0,0.1718,171.52,0,0,Benign
MALWARE_01026,819.88,7.146,5,0,5,0,0,0,1,37.81,7.6563,16,0.9869,8.0,2,1,WannaCry
BENIGN_02017,1518.36,5.5144,5,0,0,0,84,0,0,0.17,3.9071,0,0.2156,132.52,0,0,Benign
BENIGN_00427,1132.19,5.2347,4,0,0,1,84,0,0,0.8,4.0256,0,0.1025,50.37,1,0,Benign
BENIGN_00627,3184.13,3.8322,4,0,0,0,56,0,0,0.17,4.1117,0,0.0975,163.7,0,0,Benign
BENIGN_01590,1858.54,6.8,4,1,0,0,84,0,0,0.01,3.9194,0,0.0719,123.38,0,0,Benign
BENIGN_02224,1739.13,5.069,6,1,0,1,56,0,0,0.09,4.5103,0,0.2604,162.72,0,0,Benign
BENIGN_02218,1936.14,5.36,5,1,0,0,84,0,0,0.52,3.7423,0,0.0662,200.62,0,0,Benign
MALWARE_01984,29.02,7.1069,7,0,4,0,28,1,0,72.25,7.6116,22,0.921,47.98,1,1,LockBit
BENIGN_01486,1621.87,3.6295,5,1,1,0,0,0,0,0.32,4.3462,0,0.05,146.63,0,0,Benign
BENIGN_01740,1486.09,4.0158,4,1,1,0,56,0,0,0.04,4.1608,0,0.18,97.27,0,0,Benign
BENIGN_02481,1801.34,3.7309,5,1,0,0,0,0,0,0.49,3.5408,0,0.1369,73.57,0,0,Benign
MALWARE_00085,733.02,7.4048,9,0,5,0,28,1,1,53.21,7.8647,26,1.0,46.66,1,1,Maze
MALWARE_00394,638.97,7.4029,5,0,6,0,56,1,0,29.65,7.9582,19,0.7579,48.64,1,1,WannaCry
BENIGN_00150,2033.97,5.1279,5,1,0,0,56,0,0,0.16,4.0552,0,0.1702,116.83,0,0,Benign
BENIGN_00677,2127.24,5.0967,5,0,0,0,56,0,0,0.06,3.4764,0,0.0791,15.0,0,0,Benign
BENIGN_01262,1651.47,4.1298,4,1,1,0,56,0,0,0.03,4.3887,0,0.082,100.06,0,0,Benign
MALWARE_02418,605.17,7.6744,5,0,5,0,0,1,1,56.74,7.8559,23,1.0,50.8,1,1,Ryuk
BENIGN_00013,650.16,5.1789,5,1,1,0,0,0,0,0.42,4.6881,0,0.0515,131.37,0,0,Benign
BENIGN_01834,1601.39,4.3418,4,1,1,0,112,0,0,0.4,3.6349,0,0.2777,92.77,0,0,Benign
MALWARE_00749,451.31,7.939,2,0,3,1,28,1,0,59.81,7.6562,21,0.8222,71.86,1,1,WannaCry
BENIGN_01492,63.74,4.6025,5,1,1,0,0,0,0,0.32,3.2637,0,0.1139,232.98,0,0,Benign
MALWARE_00228,755.93,7.4797,2,0,2,0,0,1,1,51.83,7.99,17,0.8016,14.64,3,1,Maze
MALWARE_01187,809.87,7.8205,7,0,6,0,0,1,1,57.42,7.7377,25,0.8472,38.34,2,1,REvil
BENIGN_01425,2240.54,3.6315,5,1,1,0,56,0,0,0.37,3.9641,0,0.2463,43.58,0,0,Benign
MALWARE_02106,649.61,7.3345,9,0,2,2,0,1,0,29.88,7.99,12,0.8046,63.01,2,1,WannaCry
MALWARE_02096,622.59,7.8176,7,0,5,0,28,1,1,49.52,7.5219,20,0.6824,46.81,1,1,Cerber
BENIGN_00732,1901.31,5.8133,3,1,1,0,56,0,0,0.09,3.6174,0,0.3504,97.42,0,0,Benign
BENIGN_01232,739.37,6.2106,4,1,0,0,56,0,0,0.41,4.0456,0,0.1269,140.33,0,0,Benign
BENIGN_01635,2530.57,5.4705,3,1,0,0,112,0,0,0.68,4.1712,0,0.0796,128.6,0,0,Benign
MALWARE_01437,195.96,7.8885,5,0,4,2,0,1,0,30.27,7.488,23,0.7361,42.01,3,1,Cerber
BENIGN_01211,1052.95,5.3352,5,1,0,0,0,0,0,0.09,3.4739,0,0.2058,15.0,0,0,Benign
MALWARE_00769,687.54,7.2701,9,0,5,2,0,1,1,42.49,7.7633,19,1.0,53.71,3,1,REvil
BENIGN_01935,3481.12,3.8585,4,0,0,0,0,0,0,0.27,4.4752,0,0.05,221.14,0,0,Benign
BENIGN_00554,955.86,5.1948,3,1,1,0,56,0,0,0.02,4.1172,0,0.1958,76.97,0,0,Benign
BENIGN_00492,102.83,5.7434,5,0,2,0,56,0,0,0.72,5.4016,0,0.1416,150.64,0,0,Benign
MALWARE_00463,777.67,7.4951,2,0,6,2,0,1,1,63.27,7.878,13,0.9087,39.24,1,1,WannaCry
BENIGN_02330,1372.92,3.8373,5,1,0,0,84,0,0,0.05,5.2721,0,0.05,62.57,0,0,Benign
BENIGN_02196,20.0,4.2561,3,1,1,0,84,0,0,0.12,4.5077,0,0.1362,105.03,0,0,Benign
MALWARE_00565,320.57,7.9495,7,0,7,1,0,1,1,49.47,7.99,13,0.8796,42.34,2,1,Cerber
BENIGN_00658,636.0,6.7511,4,1,0,0,0,0,0,0.17,4.7009,0,0.2381,144.6,0,0,Benign
BENIGN_02375,1139.5,4.8855,5,1,1,0,112,0,0,0.12,3.4209,0,0.1809,114.1,0,0,Benign
BENIGN_02226,1349.08,4.2825,4,1,0,0,56,0,0,0.04,2.8345,0,0.1072,110.57,0,0,Benign
MALWARE_01765,850.71,7.9529,9,0,6,1,0,1,0,46.89,7.6223,26,0.7924,20.78,1,1,Ryuk
BENIGN_01171,1789.53,3.8221,4,1,0,0,0,0,0,0.33,4.6913,0,0.2132,190.75,0,0,Benign
BENIGN_00133,845.44,4.7973,3,1,1,0,56,0,0,0.03,3.7699,0,0.05,115.87,0,0,Benign
BENIGN_00472,2619.59,4.6765,4,0,0,0,84,0,0,0.07,3.6835,0,0.1735,132.47,0,0,Benign
MALWARE_00726,806.54,7.7131,7,0,3,0,0,1,1,42.37,7.8553,15,0.8159,57.39,1,1,Cerber
BENIGN_01406,1529.93,4.6233,5,1,1,1,0,0,0,0.41,3.6556,0,0.0855,157.94,1,0,Benign
MALWARE_00377,913.77,7.6048,2,0,4,0,0,1,0,21.97,7.8201,21,0.6361,46.58,3,1,Maze
MALWARE_02005,675.82,7.8398,5,0,8,0,28,0,1,19.26,7.6127,19,0.8897,59.01,1,1,Cerber
MALWARE_02193,622.63,7.5206,7,0,6,0,0,1,0,54.6,7.9229,17,0.823,75.76,1,1,REvil
MALWARE_00327,137.83,7.2454,9,1,4,0,56,0,1,48.0,7.5239,18,0.9688,107.78,2,1,Maze
BENIGN_00288,986.24,4.9569,5,1,0,0,0,0,0,0.23,3.6576,0,0.083,66.03,0,0,Benign
BENIGN_01870,1740.33,2.7282,5,1,0,0,84,0,0,0.06,4.8716,0,0.3369,137.89,0,0,Benign
MALWARE_00615,414.74,7.3722,7,0,4,0,0,1,0,34.66,7.99,21,0.8541,14.75,1,1,Maze
MALWARE_01126,439.38,7.5422,2,1,2,1,0,1,1,49.85,7.4783,21,0.9934,35.47,1,1,Ryuk
BENIGN_02313,20.0,4.8363,4,0,0,0,0,0,0,0.32,3.9378,0,0.2479,247.59,0,0,Benign
MALWARE_02424,384.97,7.6808,5,0,3,0,0,0,1,49.81,7.594,19,0.9041,29.03,1,1,Maze
BENIGN_01619,1011.88,4.7579,4,1,0,0,84,0,0,0.46,3.8916,0,0.2259,67.06,0,0,Benign
BENIGN_00995,992.83,5.2579,5,1,0,0,56,0,0,0.2,5.1343,0,0.165,151.3,0,0,Benign
BENIGN_01804,1237.73,4.5366,5,0,0,0,84,0,0,0.14,3.4151,0,0.1706,138.67,0,0,Benign
MALWARE_00143,571.93,7.3494,7,0,3,1,0,1,1,48.75,7.8582,17,0.9183,43.87,3,1,WannaCry
MALWARE_02303,773.06,7.99,5,0,4,0,0,1,1,38.59,7.99,14,0.7082,54.95,1,1,Ryuk
MALWARE_01036,10.0,7.99,5,0,4,1,28,1,1,59.52,7.8287,18,0.7607,22.9,2,1,Maze
MALWARE_02332,474.67,7.383,7,0,3,0,28,1,0,58.32,7.3661,15,1.0,36.84,3,1,Maze
MALWARE_01412,855.11,7.4841,5,0,4,1,0,1,1,25.8,7.4643,31,0.7673,56.66,3,1,Maze
BENIGN_02108,2307.1,4.8455,4,1,0,0,56,0,0,0.04,4.3,0,0.1871,112.11,0,0,Benign
MALWARE_00545,902.53,7.7736,5,0,5,1,0,1,1,40.38,7.486,17,0.8871,32.8,2,1,Cerber
BENIGN_00417,2195.02,3.8509,3,1,0,1,84,0,0,0.14,3.7137,0,0.1128,78.26,0,0,Benign
BENIGN_00978,2040.53,5.0136,5,1,0,0,56,0,0,0.36,4.0294,0,0.1684,83.78,0,0,Benign
BENIGN_02418,1433.62,5.7201,5,1,0,0,0,0,0,0.1,5.0919,0,0.0528,270.33,0,0,Benign
BENIGN_00506,20.0,4.5592,5,1,0,0,0,0,0,0.0,3.8211,0,0.1373,130.88,0,0,Benign
MALWARE_01653,306.15,6.9064,7,0,2,0,0,1,1,42.85,7.8199,20,0.9564,48.82,2,1,Ryuk
MALWARE_01756,348.75,7.7898,5,0,2,1,0,1,1,54.09,7.892,18,0.8573,69.2,2,1,REvil
MALWARE_01442,689.06,7.8643,9,1,4,0,28,1,1,25.71,7.7381,22,0.9042,39.29,1,1,Maze
BENIGN_00415,2641.84,4.4645,4,1,0,0,0,0,0,0.04,3.9951,0,0.2194,73.01,1,0,Benign
MALWARE_01649,424.58,7.8352,5,0,1,1,0,1,1,23.37,7.5844,17,0.6315,20.67,2,1,Ryuk
BENIGN_01184,1064.94,4.8319,4,1,1,0,0,0,0,0.15,3.5143,0,0.139,148.17,0,0,Benign
BENIGN_00486,1376.88,6.3951,4,1,1,0,56,0,0,0.58,3.9267,0,0.1781,96.5,0,0,Benign
BENIGN_00894,1047.72,6.0106,5,1,0,0,56,0,0,0.01,4.6658,0,0.1363,112.67,1,0,Benign
BENIGN_00806,2272.94,5.2874,5,1,0,0,56,0,0,0.31,4.0009,0,0.1736,129.29,0,0,Benign
BENIGN_00556,1100.31,3.2803,5,1,0,0,0,0,0,0.0,4.123,0,0.1148,90.23,1,0,Benign
MALWARE_01326,480.64,7.6337,2,0,4,1,0,1,0,70.43,7.751,18,0.6687,39.12,1,1,Ryuk
BENIGN_01198,1476.16,5.8575,4,1,0,0,112,0,0,0.02,4.1718,0,0.0779,185.0,1,0,Benign
MALWARE_01754,682.76,7.652,5,0,0,1,0,1,1,40.94,7.6318,19,0.8683,23.91,2,1,WannaCry
MALWARE_01559,835.88,7.7436,9,0,4,1,0,1,1,45.51,7.935,17,0.7634,36.19,3,1,REvil
BENIGN_01294,822.62,4.7796,6,1,0,0,112,0,0,0.37,4.6141,0,0.1403,166.4,0,0,Benign
BENIGN_02222,239.82,4.6587,4,1,0,0,56,0,0,0.08,4.6756,0,0.1892,140.22,0,0,Benign
MALWARE_01005,460.65,7.99,5,0,6,1,56,0,1,66.01,7.7732,21,0.9559,15.38,1,1,Cerber
MALWARE_01155,892.97,7.7296,9,0,3,0,0,1,1,26.08,7.5921,27,0.8053,39.34,1,1,Cerber
MALWARE_02259,489.33,7.2886,2,0,7,1,0,0,1,45.94,7.5434,22,0.7232,35.13,1,1,Maze
MALWARE_00507,288.98,7.2601,9,0,4,0,0,1,1,53.37,7.3608,15,0.9362,36.01,2,1,REvil
BENIGN_02094,1567.6,4.4469,5,0,0,0,84,0,0,0.28,4.7577,0,0.1944,37.94,0,0,Benign
BENIGN_02188,1031.65,5.1786,5,1,0,0,112,0,0,0.22,3.4245,0,0.1705,146.78,0,0,Benign
MALWARE_00537,608.99,7.4138,5,0,2,2,0,1,1,45.58,7.6624,22,0.6973,15.33,1,1,Ryuk
MALWARE_01419,978.05,7.99,7,0,1,0,28,1,1,71.42,7.4936,17,0.775,17.88,3,1,Maze
BENIGN_01273,1397.9,4.6526,5,1,1,0,56,0,0,0.12,4.4528,0,0.132,123.71,0,0,Benign
BENIGN_00291,1562.86,3.097,4,1,1,0,56,0,0,0.43,3.1237,0,0.05,84.55,0,0,Benign
MALWARE_02328,856.59,7.6014,7,0,2,0,0,1,1,5.85,7.906,19,0.8698,26.66,3,1,Ryuk
BENIGN_00253,1765.07,5.2267,4,1,1,0,84,0,0,0.92,3.547,0,0.05,114.57,0,0,Benign
MALWARE_00746,537.46,7.9035,5,1,3,0,56,1,1,35.04,7.6184,24,0.6721,20.97,3,1,LockBit
BENIGN_00351,1868.22,4.9559,5,1,0,0,56,0,0,0.21,4.3502,0,0.2147,100.19,0,0,Benign
BENIGN_01188,1471.75,5.1019,3,1,1,0,0,0,0,0.03,4.0784,0,0.0924,111.6,0,0,Benign
BENIGN_01962,975.93,6.3583,4,1,0,0,84,0,0,0.31,4.2419,0,0.1956,103.46,0,0,Benign
BENIGN_00423,945.35,5.0035,6,1,0,0,0,0,0,0.03,3.1869,0,0.0604,153.55,0,0,Benign
BENIGN_00091,978.87,4.4129,5,1,1,0,84,0,0,0.14,5.2365,0,0.1849,121.9,0,0,Benign
MALWARE_01230,519.86,7.937,7,0,4,0,0,1,0,14.04,7.6585,22,0.9396,64.87,2,1,REvil
BENIGN_02237,2097.65,5.5328,5,1,2,0,112,0,0,0.17,2.9804,0,0.1757,124.13,0,0,Benign
BENIGN_00671,1774.02,5.0374,6,1,1,0,84,0,0,0.18,5.531,0,0.1546,173.65,0,0,Benign
MALWARE_00541,473.24,7.4694,9,0,5,0,0,1,1,35.78,7.5048,24,0.8704,26.59,2,1,Cerber
BENIGN_00027,1028.51,5.4797,4,1,0,0,84,0,0,0.07,4.531,0,0.0932,30.62,0,0,Benign
BENIGN_00430,2395.4,4.2184,5,1,0,0,56,0,0,0.33,2.5023,0,0.1812,15.0,0,0,Benign
BENIGN_00684,1260.24,4.075,6,1,0,0,84,0,0,0.05,4.2852,0,0.2228,115.52,0,0,Benign
MALWARE_01964,555.68,7.9023,5,0,3,1,0,1,0,34.63,7.6992,13,0.8522,73.93,3,1,LockBit
MALWARE_01446,542.44,7.5284,9,0,5,0,56,1,1,60.5,7.6075,17,0.8558,23.8,3,1,Cerber
MALWARE_01024,217.58,7.6533,5,0,3,0,0,1,1,46.35,7.99,20,0.8898,40.79,3,1,Ryuk
BENIGN_01542,3334.94,5.4869,4,1,0,0,56,0,0,0.12,4.5258,0,0.2078,77.78,0,0,Benign
BENIGN_02032,1041.91,6.2685,4,1,0,0,0,0,0,0.08,4.7935,0,0.1706,129.55,0,0,Benign
BENIGN_02233,2005.72,3.8955,4,1,0,0,56,0,0,0.24,3.5922,0,0.1418,91.67,0,0,Benign
MALWARE_01621,596.52,7.6022,5,0,7,0,0,1,1,10.14,7.9223,16,0.8407,77.54,1,1,REvil
MALWARE_00736,847.56,7.99,7,0,2,2,0,1,1,28.73,7.6963,18,0.9978,50.21,3,1,REvil
BENIGN_00255,1568.17,2.4071,4,1,0,0,84,0,0,0.47,4.5397,0,0.2059,151.77,0,0,Benign
BENIGN_01030,1042.48,6.1593,6,1,2,0,84,0,0,0.05,3.7811,0,0.3114,122.2,0,0,Benign
MALWARE_01893,639.93,7.6158,7,0,4,0,0,0,1,48.62,7.792,21,0.8218,36.26,1,1,REvil
MALWARE_01301,434.99,7.8959,2,0,3,0,0,1,1,37.11,7.99,21,0.8567,40.31,2,1,Ryuk
MALWARE_01811,526.23,7.048,9,0,5,2,0,1,1,59.15,7.99,28,0.9818,21.3,1,1,LockBit
MALWARE_00010,527.39,7.6426,5,0,2,0,0,0,1,50.27,7.9391,25,0.9017,67.59,2,1,WannaCry
BENIGN_02293,691.66,4.5242,4,1,0,0,84,0,0,0.12,3.8834,0,0.0575,148.76,0,0,Benign
BENIGN_01324,2175.92,5.3347,5,1,0,0,84,0,0,0.19,3.5223,0,0.1835,109.73,0,0,Benign
BENIGN_01551,2137.8,3.5688,4,1,0,0,0,0,0,0.12,3.8994,0,0.0736,87.65,0,0,Benign
MALWARE_02148,1125.98,7.4834,9,0,5,0,56,1,1,38.87,7.8606,20,0.9364,32.1,2,1,Maze
BENIGN_00316,608.76,4.4981,5,0,1,0,112,0,0,0.08,4.6304,0,0.3277,120.44,0,0,Benign
BENIGN_01243,1185.56,4.6201,4,0,0,0,112,0,0,0.03,4.1437,0,0.2142,86.61,0,0,Benign
BENIGN_02451,1918.59,4.2571,4,0,0,0,0,0,0,0.23,3.3961,0,0.2147,112.71,0,0,Benign
BENIGN_01579,1401.78,5.5219,3,0,0,0,0,0,0,0.76,4.1418,0,0.0708,148.34,0,0,Benign
MALWARE_02126,558.42,7.99,9,0,8,0,0,1,1,12.85,7.9398,27,1.0,26.49,2,1,WannaCry
MALWARE_00617,756.69,7.268,7,0,5,1,28,0,1,60.0,7.7689,15,0.9398,39.61,2,1,Cerber
BENIGN_00070,2364.62,4.437,4,1,2,0,112,0,0,0.17,4.5798,0,0.0635,172.66,1,0,Benign
BENIGN_00860,779.63,6.0123,4,1,2,0,0,0,0,0.24,3.8749,0,0.1348,157.61,0,0,Benign
MALWARE_00254,970.23,7.8565,2,0,11,0,0,1,1,51.13,7.808,19,0.846,48.83,2,1,WannaCry
BENIGN_01633,1012.42,4.9788,3,1,1,0,112,0,0,0.09,3.4642,0,0.1133,15.0,0,0,Benign
BENIGN_01651,20.0,4.8445,5,1,0,0,84,0,0,0.2,3.3108,0,0.1626,123.56,0,0,Benign
MALWARE_01361,802.09,7.2766,9,0,4,0,0,1,1,22.23,7.6969,19,0.9635,71.85,3,1,WannaCry
MALWARE_00607,1023.73,7.9057,9,0,2,1,0,1,0,73.19,7.6275,21,0.9827,52.59,2,1,Cerber
BENIGN_01075,748.11,3.9574,5,1,0,0,0,0,0,0.03,4.3759,0,0.2583,119.47,1,0,Benign
MALWARE_01502,703.98,7.5305,9,1,4,0,0,1,1,10.36,7.8009,21,0.6477,8.0,3,1,Ryuk
BENIGN_00788,1491.41,4.4568,3,1,1,0,112,0,0,0.33,3.1771,0,0.1264,96.86,0,0,Benign
MALWARE_00106,838.31,7.2117,7,1,4,0,0,1,1,70.98,7.8067,14,0.7986,44.15,1,1,Ryuk
MALWARE_01131,268.1,7.3323,9,0,8,1,0,1,1,56.44,7.99,16,0.7877,8.0,1,1,REvil
BENIGN_02122,1931.29,4.4337,4,1,0,0,0,0,0,0.04,3.823,0,0.1008,109.96,0,0,Benign
BENIGN_01875,2822.75,4.2902,3,1,0,0,112,0,0,0.15,4.592,0,0.1093,102.96,0,0,Benign
BENIGN_00812,1042.17,4.772,3,1,0,0,112,0,0,0.08,3.6556,0,0.1795,34.54,0,0,Benign
BENIGN_00388,1501.06,3.8108,4,1,0,0,56,0,0,0.1,4.6053,0,0.0733,52.37,0,0,Benign
MALWARE_00383,555.19,7.4478,7,0,5,2,0,0,1,72.17,7.7564,25,0.7548,41.34,2,1,Maze
BENIGN_01176,2597.9,4.243,5,1,0,0,0,0,1,0.0,4.7192,0,0.0848,87.91,0,0,Benign
MALWARE_00698,494.72,7.8649,2,0,2,0,0,1,1,15.32,7.6258,17,1.0,26.85,2,1,LockBit
MALWARE_00124,1008.31,7.3154,5,0,3,0,0,1,1,79.67,7.5011,20,0.7773,47.78,1,1,LockBit
BENIGN_01352,1934.22,5.2385,4,0,1,0,0,0,0,0.32,4.2678,0,0.2164,71.41,0,0,Benign
BENIGN_00411,1072.19,5.036,5,1,1,0,0,0,0,0.41,3.6033,0,0.17,60.85,0,0,Benign
MALWARE_01713,915.77,7.2219,5,0,3,0,0,1,1,59.38,7.5297,17,0.8198,29.43,2,1,REvil
BENIGN_00110,520.85,4.1928,5,1,0,0,56,0,0,0.08,4.2201,0,0.2482,59.52,1,0,Benign
MALWARE_02496,511.29,7.2037,5,0,5,0,0,1,1,34.88,7.5876,23,0.8219,68.42,2,1,REvil
MALWARE_00930,850.65,7.8385,5,0,3,0,0,1,1,41.56,7.5445,17,0.8386,28.5,4,1,Ryuk
MALWARE_00310,701.06,7.6736,9,0,6,1,56,1,1,34.09,7.5757,21,0.8473,44.96,2,1,LockBit
MALWARE_00095,540.81,7.6818,5,0,7,0,0,0,1,44.49,7.8634,18,0.7763,25.03,1,1,Maze
MALWARE_00337,407.9,7.5214,2,0,2,0,0,1,0,50.93,7.99,15,0.7204,43.02,1,1,Cerber
BENIGN_02373,20.0,3.692,4,1,2,0,112,0,0,0.05,3.6935,0,0.1954,40.85,0,0,Benign
BENIGN_01236,2456.91,4.2611,4,1,1,0,56,0,0,0.05,3.6492,0,0.1847,44.61,0,0,Benign
BENIGN_02147,345.27,4.6855,4,1,0,1,56,0,0,0.5,3.547,0,0.1171,84.8,0,0,Benign
MALWARE_02476,798.85,6.895,7,0,3,1,0,1,1,43.21,7.7227,21,0.8871,62.01,1,1,LockBit
BENIGN_00600,459.11,5.8336,5,1,0,0,56,0,0,0.99,3.4292,0,0.1206,155.13,0,0,Benign
BENIGN_01435,291.13,5.6443,4,1,1,0,56,0,0,0.04,4.2513,0,0.1349,35.67,0,0,Benign
MALWARE_02497,176.49,7.4245,7,0,4,1,0,1,1,53.03,7.8167,22,0.7911,51.52,1,1,WannaCry
BENIGN_00539,1322.57,5.5755,5,1,0,0,56,0,0,0.02,5.2602,0,0.0649,77.36,0,0,Benign
BENIGN_00722,1806.34,4.3284,4,1,0,0,84,0,0,0.04,4.4475,0,0.05,73.59,0,0,Benign
MALWARE_01911,367.64,7.1061,5,0,3,1,28,1,1,27.52,7.4786,17,0.8893,8.0,2,1,WannaCry
BENIGN_01873,386.49,4.4177,3,1,1,0,56,0,0,0.06,5.2162,0,0.194,111.38,0,0,Benign
MALWARE_00346,596.62,7.3483,5,0,10,0,0,0,1,67.81,7.8843,15,0.9338,36.23,2,1,REvil
BENIGN_02054,2124.17,5.8331,5,1,0,0,0,0,0,0.01,4.2954,0,0.1404,137.89,0,0,Benign
MALWARE_00408,676.43,7.6754,2,1,6,0,0,1,1,45.71,7.5348,21,0.96,76.02,3,1,Maze
BENIGN_02255,2265.3,5.3284,6,1,0,0,56,0,0,0.33,5.2668,0,0.1551,183.02,0,0,Benign
MALWARE_01413,648.39,7.5771,9,0,2,0,0,1,1,52.96,7.4134,24,0.6989,16.94,1,1,Ryuk
BENIGN_00178,673.7,5.4601,4,1,0,0,84,0,0,0.31,3.6797,0,0.1372,167.25,1,0,Benign
MALWARE_00391,750.31,7.5507,2,0,1,0,0,1,0,63.65,7.8353,23,0.9333,66.28,2,1,Cerber
MALWARE_01174,537.05,6.9803,5,0,5,0,56,0,0,63.12,7.7512,17,1.0,55.67,1,1,LockBit
BENIGN_00081,1319.43,4.8027,4,1,1,0,56,0,0,0.3,4.3599,0,0.1179,146.9,0,0,Benign
MALWARE_00062,10.0,7.5294,9,0,7,1,28,1,1,61.12,7.4603,26,0.926,41.91,4,1,Maze
BENIGN_01724,2378.73,6.1708,3,0,2,0,0,0,0,0.1,3.228,0,0.1842,38.06,0,0,Benign
BENIGN_01618,1853.39,5.5933,4,1,2,0,84,0,0,0.29,4.5606,0,0.1459,137.65,0,0,Benign
BENIGN_01655,1206.2,4.479,6,1,0,0,56,0,0,0.26,3.9175,0,0.1933,101.01,0,0,Benign
BENIGN_02329,1134.05,6.2035,4,1,2,0,0,0,0,0.13,5.4297,0,0.0725,128.83,0,0,Benign
MALWARE_02114,646.56,7.6372,5,0,2,0,0,0,1,74.14,7.7404,22,0.8259,21.39,2,1,REvil
BENIGN_00222,868.44,4.0033,4,0,0,0,56,0,0,0.31,4.5907,0,0.1463,81.75,0,0,Benign
BENIGN_00094,1816.64,5.059,4,1,1,0,56,0,0,0.04,4.0251,0,0.1799,115.66,0,0,Benign
MALWARE_00110,503.65,7.6043,9,0,7,0,0,1,1,34.21,7.9321,14,0.9382,56.54,3,1,Ryuk
MALWARE_00883,320.17,7.5689,9,0,2,0,28,1,1,10.72,7.7364,21,0.6985,38.23,3,1,LockBit
MALWARE_01916,617.59,7.3712,2,0,6,2,28,1,1,39.53,7.7496,12,0.7511,56.05,1,1,Cerber
BENIGN_01398,1588.7,4.3364,4,1,0,1,112,0,0,0.08,4.3523,0,0.2751,78.49,0,0,Benign
MALWARE_02187,454.71,7.88,2,0,1,0,0,1,1,54.92,7.99,25,0.8257,41.04,1,1,WannaCry
